MainID,Street,from,to,District,StartTime,EndTime,Side,Miles,oneway,week1,week2,week3,week4,week5,EveryDay,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Yearround
172,Bromfield St,Washington St,Tremont St,1F,00:01:00.0000000,07:00:00.0000000,,0.1093,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
173,City Sq,New Rutherford Ave,Chelsea St,1C,00:01:00.0000000,07:00:00.0000000,,0.1123,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
174,Canal St,Market St,Causeway St,1W,00:01:00.0000000,07:00:00.0000000,,0.1697,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
175,Chipman St,Norfolk St,Torrey St,7,08:00:00.0000000,12:00:00.0000000,Odd,0.1223,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
176,Beethoven St,Washington St,Arcadia St,2,08:00:00.0000000,12:00:00.0000000,Odd,0.1047,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
177,Clarkwood St,Blue Hill Ave,Norfolk St,7,12:00:00.0000000,16:00:00.0000000,Odd,0.1975,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
178,Bowdoin St,Cambridge St,Derne St,1H,00:01:00.0000000,07:00:00.0000000,Even,0.1186,False,True,True,True,True,True,False,False,True,False,False,False,False,False,True
179,Avenue De Lafayette,Kingston St,Harrison Avenue Ext,1T,00:01:00.0000000,07:00:00.0000000,Ext,0.1170,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
180,Annapolis St,Sumner St,Bakersfield St,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0650,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
181,Chestnut Ave,Centre St,Mozart St,2,12:00:00.0000000,16:00:00.0000000,Odd,0.2350,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
182,Archdale Rd,Washington St,Dead End,2,12:00:00.0000000,16:00:00.0000000,Even,0.1456,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
183,Arcadia Park,Draper St,Ditson St,3,08:00:00.0000000,12:00:00.0000000,Odd,0.0835,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
184,Appleton St,Tremont St,West Canton St,1S,12:00:00.0000000,16:00:00.0000000,Even,0.3938,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
185,Ackley Pl,Washington St,Dead End,2,08:00:00.0000000,12:00:00.0000000,Odd,0.0455,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
186,Centre St,Dudley St,Columbus Ave,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.5430,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
187,Brookside Ave,Boylston St,Green St,2,08:00:00.0000000,12:00:00.0000000,Odd,0.6477,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
188,Cleveland St,Winthrop St,Moreland St,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.0676,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
189,Avenue De Lafayette,Harrison Avenue Ext,Dead End,1T,00:01:00.0000000,07:00:00.0000000,Odd,0.0496,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
190,Burbank St,Edgerly Rd,Hemenway St,10F,12:00:00.0000000,16:00:00.0000000,Odd,0.1328,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
191,Braintree St,Franklin St,Everett St,4,08:00:00.0000000,12:00:00.0000000,Odd,0.2727,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
192,Brook Marshall Rd,Raynor Cir,Sojourner Truth Ct,10R,08:00:00.0000000,12:00:00.0000000,Even,0.0938,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
193,Brighton Ave,Commonwealth Ave,Cambridge St,4,00:01:00.0000000,07:00:00.0000000,Odd Side Median,0.6739,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True
194,Church St,Adams St,East St,3,08:00:00.0000000,12:00:00.0000000,Odd,0.2900,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
195,Boston St,Dorchester Ave,Songin Father Anthony Way,5,09:00:00.0000000,13:00:00.0000000,Even,0.1057,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
196,Archdale Rd,South St,Washington St,2,12:00:00.0000000,16:00:00.0000000,Odd,0.0970,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
197,Bower St,Walnut Ave,Walnut Ave,10R,12:00:00.0000000,16:00:00.0000000,Odd,0.0903,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
198,Bremen St,Sumner St,Porter St,9,12:00:00.0000000,16:00:00.0000000,Odd,0.3470,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
199,Brookside Ave,Boylston St,Green St,2,08:00:00.0000000,12:00:00.0000000,Even,0.6477,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
200,Brighton Ave,Commonwealth Ave,Cambridge St,4,00:01:00.0000000,07:00:00.0000000,Odd,0.6739,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True
201,Arlington Ave,Alford St,Somerville Town Line,1C,08:00:00.0000000,12:00:00.0000000,Odd,0.1898,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
202,Border St,Central Sq,Dead End,9,08:00:00.0000000,12:00:00.0000000,Odd,0.5587,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
203,Charlesgate East,Back St,Newbury St,1B,00:01:00.0000000,07:00:00.0000000,,0.2127,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
204,Church St,Stuart St,Columbus Ave,1B,00:01:00.0000000,07:00:00.0000000,,0.0392,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
205,Boylston St,Fenway,Park Dr,10F,00:01:00.0000000,07:00:00.0000000,,0.2201,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
206,Alleghany St,Terrace St,Dead End,10M,12:00:00.0000000,16:00:00.0000000,Even,0.1928,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
207,Bowdoin Park,Bowdoin St,Dead End,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0466,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
208,Clementine Park,Centre St,Dayton St,7,08:00:00.0000000,12:00:00.0000000,Even,0.0845,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
209,Chelsea St,Maverick St,Porter St,9,08:00:00.0000000,12:00:00.0000000,Odd,0.2506,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
210,Arborcrest Ter,Gladeside Ave,Ridgeview Ave,7,12:00:00.0000000,16:00:00.0000000,Odd,0.0922,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
211,Bloomfield St,Geneva Ave,Greenbrier St,3,12:00:00.0000000,16:00:00.0000000,Odd,0.3032,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
212,Belfort St,Dorchester Ave,Saxton St,3,08:00:00.0000000,12:00:00.0000000,Even,0.1481,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
213,Clarendon St,Tremont St,Columbus Ave,1S,12:00:00.0000000,16:00:00.0000000,Odd,0.2502,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
214,Avenue De Lafayette,Harrison Avenue Ext,Dead End,1T,00:01:00.0000000,07:00:00.0000000,Even,0.0496,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
215,Avery St,Washington St,Tremont St,1T,00:01:00.0000000,07:00:00.0000000,,0.0877,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
216,Bellevue St,Quincy St,Barry St,3,12:00:00.0000000,16:00:00.0000000,Odd,0.2564,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
217,Cassnet St,Dickens St,Dead End,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0339,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
218,Aspen St,Montrose St,Copeland St,10R,08:00:00.0000000,12:00:00.0000000,Even,0.0688,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
219,Bremen St,Porter St,Bennington St,9,12:00:00.0000000,16:00:00.0000000,Even,0.6688,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
220,Braintree St,Franklin St,Everett St,4,08:00:00.0000000,12:00:00.0000000,Even,0.2727,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
221,Brimmer St,Mount Vernon,Beacon St,1H,08:00:00.0000000,12:00:00.0000000,Even,0.2159,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
222,Church St,Adams St,East St,3,08:00:00.0000000,12:00:00.0000000,Even,0.2900,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
