MainID,Street,from,to,District,StartTime,EndTime,Side,Miles,oneway,week1,week2,week3,week4,week5,EveryDay,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Yearround
726,Delford St,Archdale Rd,Dead End,2,12:00:00.0000000,16:00:00.0000000,Even,0.0536,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
727,Firth Rd,Washington St,Florence St,2,08:00:00.0000000,12:00:00.0000000,Odd,0.1606,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
728,Delford St,Archdale Rd,Dead End,2,12:00:00.0000000,16:00:00.0000000,Odd,0.0536,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
729,Franklin St,Devonshire St,Broad St,1F,00:01:00.0000000,07:00:00.0000000,,0.2841,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
730,Fordham Rd,Brighton Av,Commonwealth Ave,4,12:00:00.0000000,16:00:00.0000000,Odd,0.1225,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
731,Delhi St,Dead End,Crossman St,7,12:00:00.0000000,16:00:00.0000000,Even,0.3239,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
732,Delhi St,Dead End,Crossman St,7,12:00:00.0000000,16:00:00.0000000,Odd,0.3239,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
733,Delle Ave,Parker St,Dead End,10M,08:00:00.0000000,12:00:00.0000000,Odd,0.1769,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
734,Delle Ave,Parker St,Dead End,10M,08:00:00.0000000,12:00:00.0000000,Even,0.1769,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
735,Denby Rd,Cambridge St,Rugg Rd,4,08:00:00.0000000,12:00:00.0000000,Odd,0.0939,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
736,Denby Rd,Cambridge St,Rugg Rd,4,08:00:00.0000000,12:00:00.0000000,Even,0.0939,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
737,Dennison St,Walnut Ave,Dead End,10R,12:00:00.0000000,16:00:00.0000000,Odd,0.1208,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
738,Dennison St,Walnut Ave,Dead End,10R,12:00:00.0000000,16:00:00.0000000,Even,0.1208,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
740,East Concord St,Harrison Ave,Albany St,1S,08:00:00.0000000,12:00:00.0000000,Even,0.1384,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
744,Desmond Rd,River St,Bradford Rd,7,12:00:00.0000000,16:00:00.0000000,Even,0.1570,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
745,Desmond Rd,River St,Bradford Rd,7,12:00:00.0000000,16:00:00.0000000,Odd,0.1570,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
746,Devens St,Main St,Rutherford Ave,1C,08:00:00.0000000,12:00:00.0000000,Even,0.0672,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
747,Devens St,Main St,Rutherford Ave,1C,08:00:00.0000000,12:00:00.0000000,Odd,0.0672,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
748,Dever St,Bowdoin St,Dead End,3,12:00:00.0000000,16:00:00.0000000,Even,0.0451,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
749,East Cottage St,Columbia Rd,Pleasant St,3,12:00:00.0000000,16:00:00.0000000,Odd,0.1862,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
750,East Canton St,Harrison Ave,Albany St,1S,08:00:00.0000000,12:00:00.0000000,Even,0.1519,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
751,Dever St,Bowdoin St,Dead End,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0451,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
752,Devon St,Warren St,Blue Hill Ave,10R,08:00:00.0000000,12:00:00.0000000,Even,0.0843,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
753,Fisher Ave,Parker St,Parker Hill Ave,10M,12:00:00.0000000,16:00:00.0000000,Even,0.5932,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
754,Devon St,Warren St,Blue Hill Ave,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.0843,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
755,Devon St,Blue Hill Ave,Vaughan Ave,3,12:00:00.0000000,16:00:00.0000000,Even,0.4191,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
756,Devon St,Blue Hill Ave,Vaughan Ave,3,12:00:00.0000000,16:00:00.0000000,Odd,0.4191,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
757,Devonshire St,State St,Franklin St,1F,00:01:00.0000000,07:00:00.0000000,,0.2407,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
758,Devonshire St,Franklin St,Summer St,1F,00:01:00.0000000,07:00:00.0000000,,0.1299,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
759,Dewar St,Dorchester Ave,Dead End,3,08:00:00.0000000,12:00:00.0000000,Even,0.1265,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
760,Dewar St,Dorchester Ave,Dead End,3,08:00:00.0000000,12:00:00.0000000,Odd,0.1265,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
761,Faunce Rd,Fremont St,Dania St,7,12:00:00.0000000,16:00:00.0000000,Even,0.1777,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
762,Dewitt Dr,Shawmut Ave,Shawmut Ave,10R,08:00:00.0000000,12:00:00.0000000,Even,0.0661,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
763,Dewitt Dr,Shawmut Ave,Shawmut Ave,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.0661,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
764,Dickens St,Adams St,Clayton St,3,12:00:00.0000000,16:00:00.0000000,Even,0.1741,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
765,Dickens St,Adams St,Clayton St,3,12:00:00.0000000,16:00:00.0000000,Odd,0.1741,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
766,Ditson St,Charles St,Westville St,3,08:00:00.0000000,12:00:00.0000000,Even,0.1222,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
767,Ditson St,Charles St,Westville St,3,08:00:00.0000000,12:00:00.0000000,Odd,0.1222,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
768,Dixwell St,Columbus Ave,School St,2,12:00:00.0000000,16:00:00.0000000,Even,0.0879,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
769,Dixwell St,Columbus Ave,School St,2,12:00:00.0000000,16:00:00.0000000,Odd,0.0879,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
770,Don St,Woodrow Ave,Callender St,7,08:00:00.0000000,12:00:00.0000000,Even,0.0714,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
771,Don St,Woodrow Ave,Callender St,7,08:00:00.0000000,12:00:00.0000000,Odd,0.0714,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
772,Donald Rd,Blue Hill Ave,Harvard St,7,12:00:00.0000000,16:00:00.0000000,Even,0.0928,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
773,Donald Rd,Blue Hill Ave,Harvard St,7,12:00:00.0000000,16:00:00.0000000,Odd,0.0928,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
774,Donwood Ter,Gladeside Ave,Ridgeview Ave,7,12:00:00.0000000,16:00:00.0000000,Even,0.0780,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
775,Donwood Ter,Gladeside Ave,Ridgeview Ave,7,12:00:00.0000000,16:00:00.0000000,Odd,0.0780,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
776,Doone Ave,Dead End,Dead End,7,12:00:00.0000000,16:00:00.0000000,Even,0.1241,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
777,Doone Ave,Dead End,Dead End,7,12:00:00.0000000,16:00:00.0000000,Odd,0.1241,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
779,Dorchester Ave,Hancock St,Adams St,M,00:01:00.0000000,07:00:00.0000000,Odd,0.4547,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False
780,Dorchester St,East First St,West Broadway,5,13:00:00.0000000,17:00:00.0000000,Odd,0.2456,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False
781,Dorchester St,East First St,West Broadway,5,13:00:00.0000000,17:00:00.0000000,Even,0.2456,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False
782,Dorchester Ave,Summer St,Von Hillern St,M,00:01:00.0000000,07:00:00.0000000,Even,1.8244,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False
783,Dorchester Ave,Congress St,Dorchester Ave,1F,00:01:00.0000000,07:00:00.0000000,,0.0752,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
786,Franklin St,Washington St,Hawley St,1F,00:01:00.0000000,07:00:00.0000000,,0.0509,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
787,Forest St,Mt Pleasant Ave,Mt Pleasant Ave,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.2693,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
788,Dorchester Ave,Congress St,Dorchester Ave,M,00:01:00.0000000,07:00:00.0000000,Odd Side Median,0.0752,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False
789,Father Francis J Gilday St,East Concord St,East Newton St,1S,08:00:00.0000000,12:00:00.0000000,Even,0.0953,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
790,Doris St,Auckland St,Dorchester Ave,3,08:00:00.0000000,12:00:00.0000000,Even,0.0625,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
791,Frederick St,West Ninth St,Lark St,5,13:00:00.0000000,17:00:00.0000000,Odd,0.0583,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
792,Foster St,Charter St,Commercial St,1N,08:00:00.0000000,12:00:00.0000000,Even,0.0485,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
793,Farrington Ave,Harvard Ave,Linden St,4,08:00:00.0000000,12:00:00.0000000,Odd,0.1040,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
794,Doris St,Auckland St,Dorchester Ave,3,08:00:00.0000000,12:00:00.0000000,Odd,0.0625,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
795,Doris St,Dorchester Ave,Treadway Rd,3,12:00:00.0000000,16:00:00.0000000,Even,0.0583,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
796,Doris St,Dorchester Ave,Treadway Rd,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0583,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
797,Dorr St,Highland St,Lambert Ave,10R,08:00:00.0000000,12:00:00.0000000,Even,0.1110,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
798,Dorr St,Highland St,Lambert Ave,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.1110,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
799,East Cottage St,Dudley St,Columbia Rd,3,08:00:00.0000000,12:00:00.0000000,Even,0.5689,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
800,Dorrance St,Main St,Arlington Ave,1C,08:00:00.0000000,12:00:00.0000000,Odd,0.1256,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
801,Dorrance St,Main St,Arlington Ave,1C,08:00:00.0000000,12:00:00.0000000,Even,0.1256,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
802,Douglas St,East Eighth St,Columbia Rd,5,09:00:00.0000000,13:00:00.0000000,Even,0.0578,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
803,Douglas St,East Eighth St,Columbia Rd,5,09:00:00.0000000,13:00:00.0000000,Odd,0.0578,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
804,Dracut St,Dorchester Ave,Bruce St,7,08:00:00.0000000,12:00:00.0000000,Odd,0.2244,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
805,Dracut St,Dorchester Ave,Bruce St,7,08:00:00.0000000,12:00:00.0000000,Even,0.2244,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
806,Draper St,Arcadia St,Bowdoin St,3,08:00:00.0000000,12:00:00.0000000,Even,0.4284,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
807,Draper St,Arcadia St,Bowdoin St,3,08:00:00.0000000,12:00:00.0000000,Odd,0.4284,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
808,Forsyth Way,Huntington Ave,Fenway,99,08:00:00.0000000,12:00:00.0000000,,0.1352,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
811,Dudley St,Centre St,Guild Row,10R,08:00:00.0000000,12:00:00.0000000,Even,0.2883,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
812,Dudley St,Centre St,Guild Row,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.2883,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
813,Duke St,Ormond St,Wellington Hill St,7,08:00:00.0000000,12:00:00.0000000,Even,0.1420,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
814,Duke St,Ormond St,Wellington Hill St,7,08:00:00.0000000,12:00:00.0000000,Odd,0.1420,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
815,Dumas St,Mascot St,Willowwood St,7,08:00:00.0000000,12:00:00.0000000,Even,0.0801,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
816,Dumas St,Mascot St,Willowwood St,7,08:00:00.0000000,12:00:00.0000000,Odd,0.0801,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
817,Duncan St,Greenwich St,Leonard St,3,12:00:00.0000000,16:00:00.0000000,Even,0.1250,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
818,Duncan St,Greenwich St,Leonard St,3,12:00:00.0000000,16:00:00.0000000,Odd,0.1250,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
819,Duncklee St,Harriet St,Madeline St,4,12:00:00.0000000,16:00:00.0000000,Even,0.0888,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
820,Duncklee St,Harriet St,Madeline St,4,12:00:00.0000000,16:00:00.0000000,Odd,0.0888,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
821,East Fourth St,G St,I St,5,09:00:00.0000000,13:00:00.0000000,Odd,0.2195,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
822,Fenwood Rd,Huntington Ave,Brookline Ave,10M,08:00:00.0000000,12:00:00.0000000,Even,0.2797,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
823,Dunkeld St,Quincy St,Fayston St,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0547,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
824,Dunkeld St,Quincy St,Fayston St,3,12:00:00.0000000,16:00:00.0000000,Even,0.0547,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
825,East Eagle St,Putnam St,Glendon St,9,12:00:00.0000000,16:00:00.0000000,Odd,0.1610,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
826,Dunlap St,Washington St,Whitfield St,7,12:00:00.0000000,16:00:00.0000000,Even,0.1600,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
827,Dunlap St,Washington St,Whitfield St,7,12:00:00.0000000,16:00:00.0000000,Odd,0.1600,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
828,Dunreath St,Warren St,Aspen St,10R,08:00:00.0000000,12:00:00.0000000,Even,0.1288,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
829,Dunreath St,Warren St,Aspen St,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.1288,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
830,Dunstable St,Main St,Main St,1C,12:00:00.0000000,16:00:00.0000000,Odd,0.2366,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
831,Dunstable St,Main St,Main St,1C,12:00:00.0000000,16:00:00.0000000,Even,0.2366,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
834,Durham St,St Botolph St,Dead End,1B,08:00:00.0000000,12:00:00.0000000,Even,0.0502,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
835,Foster St,Surrey St,Washington St,4,12:00:00.0000000,16:00:00.0000000,Even,0.1284,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
837,East Lenox St,Washington St,Harrison Ave,1S,08:00:00.0000000,12:00:00.0000000,Odd,0.1364,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
838,Ferrin St,Bunker Hill St,Dead End,1C,12:00:00.0000000,16:00:00.0000000,Odd,0.0282,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
839,East Lenox St,Washington St,Harrison Ave,1S,08:00:00.0000000,12:00:00.0000000,Even,0.1364,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
840,East Newton St,Harrison Ave,Albany St,1S,12:00:00.0000000,16:00:00.0000000,Odd,0.1443,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
841,East Newton St,Harrison Ave,Albany St,1S,08:00:00.0000000,12:00:00.0000000,Even,0.1443,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
842,Fenwood Rd,Huntington Ave,Brookline Ave,10M,08:00:00.0000000,12:00:00.0000000,Odd,0.2797,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
843,East Newton St,Washington St,Harrison Ave,1S,12:00:00.0000000,16:00:00.0000000,Odd,0.1265,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
844,East Ninth St,Dorchester St,Mercer St,5,13:00:00.0000000,17:00:00.0000000,Even,0.1456,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
845,Flint St,Norfolk St,Dead End,7,12:00:00.0000000,16:00:00.0000000,Even,0.0797,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
846,Feneno Ter,Brainerd Rd,Brookline Town Line,4,12:00:00.0000000,16:00:00.0000000,Odd,0.0229,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
847,East Ninth St,Dorchester St,Mercer St,5,13:00:00.0000000,17:00:00.0000000,Odd,0.1456,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
848,East Second St,Dorchester St,L St,5,09:00:00.0000000,13:00:00.0000000,Even,0.4063,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
849,East Second St,Dorchester St,L St,5,09:00:00.0000000,13:00:00.0000000,Odd,0.4063,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
850,Fuller St,Commonwealth Ave,Brookline Town Line,4,12:00:00.0000000,16:00:00.0000000,Even,0.0394,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
851,Fottler Rd,Walk Hill St,Hiawatha Rd,7,08:00:00.0000000,12:00:00.0000000,Odd,0.0972,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
852,East Second St,N St,Farragut Rd,5,13:00:00.0000000,17:00:00.0000000,Odd,0.3174,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
853,East Concord St,Washington St,Harrison Ave,1S,08:00:00.0000000,12:00:00.0000000,Even,0.1330,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
854,East Second St,N St,Farragut Rd,5,13:00:00.0000000,17:00:00.0000000,Even,0.3174,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
855,Duxbury Rd,River St,Dead End,7,12:00:00.0000000,16:00:00.0000000,Even,0.0875,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
856,Faunce Rd,Fremont St,Dania St,7,12:00:00.0000000,16:00:00.0000000,Odd,0.1777,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
857,East Seventh St,K St,Columbia Rd,5,09:00:00.0000000,13:00:00.0000000,Odd,0.4979,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
858,East Seventh St,G St,K St,5,09:00:00.0000000,13:00:00.0000000,Even,0.3489,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
859,East Eighth St,Dorchester St,K St,5,13:00:00.0000000,17:00:00.0000000,Even,0.7441,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
860,East Seventh St,K St,Columbia Rd,5,09:00:00.0000000,13:00:00.0000000,Even,0.4979,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
861,East Seventh St,G St,K St,5,09:00:00.0000000,13:00:00.0000000,Odd,0.3489,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
862,East Sixth St,L St,Farragut Rd,5,09:00:00.0000000,13:00:00.0000000,Odd,0.5280,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
863,Florence St,Poplar St,Firth Rd,2,08:00:00.0000000,12:00:00.0000000,Odd,0.3373,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
864,East Sixth St,G St,K St,5,09:00:00.0000000,13:00:00.0000000,Even,0.3498,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
865,East Concord St,Washington St,Harrison Ave,1S,12:00:00.0000000,16:00:00.0000000,Odd,0.1330,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
866,Florida St,King St,Ashmont St,7,08:00:00.0000000,12:00:00.0000000,Even,0.3638,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
867,East Sixth St,L St,Farragut Rd,5,09:00:00.0000000,13:00:00.0000000,Even,0.5280,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
868,Fernboro St,Lawrence Ave,Intervale St,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0998,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
869,East Sixth St,G St,K St,5,09:00:00.0000000,13:00:00.0000000,Odd,0.3498,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
870,East Springfield St,Washington St,Harrison Ave,1S,12:00:00.0000000,16:00:00.0000000,Odd,0.1405,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
871,East Eagle St,Putnam St,Glendon St,9,12:00:00.0000000,16:00:00.0000000,Even,0.1610,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
872,East Springfield St,Washington St,Harrison Ave,1S,08:00:00.0000000,12:00:00.0000000,Even,0.1405,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
873,Fulton St,Cross St,Lewis St,1N,08:00:00.0000000,12:00:00.0000000,Odd,0.1563,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
874,Fulton St,Cross St,Lewis St,1N,08:00:00.0000000,12:00:00.0000000,Even,0.1563,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
875,Freeland St,Standard St,Dead End,7,12:00:00.0000000,16:00:00.0000000,Even,0.1481,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
876,Freeland St,Standard St,Dead End,7,12:00:00.0000000,16:00:00.0000000,Odd,0.1481,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
877,Fottler Rd,Walk Hill St,Hiawatha Rd,7,08:00:00.0000000,12:00:00.0000000,Even,0.0972,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
878,E St,West Broadway,West First St,5,13:00:00.0000000,17:00:00.0000000,Odd,0.1735,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
879,E St,West Broadway,West First St,5,13:00:00.0000000,17:00:00.0000000,Even,0.1735,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
880,East Third St,G St,M St,5,09:00:00.0000000,13:00:00.0000000,Even,0.5589,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
881,Firth Rd,Washington St,Florence St,2,08:00:00.0000000,12:00:00.0000000,Even,0.1606,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
882,East Third St,L St,M St,5,13:00:00.0000000,17:00:00.0000000,Even,0.1063,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
883,East Third St,G St,M St,5,09:00:00.0000000,13:00:00.0000000,Odd,0.5589,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
884,Follen St,St Botolph St,Dead End,1B,08:00:00.0000000,12:00:00.0000000,Odd,0.0528,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
886,Ferndale St,Norfolk St,Southern Ave,7,08:00:00.0000000,12:00:00.0000000,Even,0.1008,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
887,Ferndale St,Norfolk St,Southern Ave,7,08:00:00.0000000,12:00:00.0000000,Odd,0.1008,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
888,Ferrin St,Bunker Hill St,Dead End,1C,12:00:00.0000000,16:00:00.0000000,Even,0.0282,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
889,East Third St,L St,M St,5,13:00:00.0000000,17:00:00.0000000,Odd,0.1063,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
890,East Third St,N St,Farragut Rd,5,09:00:00.0000000,13:00:00.0000000,Odd,0.3188,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
891,East Third St,N St,Farragut Rd,5,09:00:00.0000000,13:00:00.0000000,Even,0.3188,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
892,Fleet St,Hanover St,Commercial St,1N,12:00:00.0000000,16:00:00.0000000,Odd,0.1331,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
893,Fayston St,Blue Hill Ave,Mascoma St,3,12:00:00.0000000,16:00:00.0000000,Even,0.2489,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
894,Fifield St,Church St,Winter St,3,08:00:00.0000000,12:00:00.0000000,Even,0.1059,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
895,Fessenden St,Blue Hill Ave,Norfolk St,7,12:00:00.0000000,16:00:00.0000000,Even,0.1441,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
896,East St,Dorchester Ave,Adams St,3,08:00:00.0000000,12:00:00.0000000,Even,0.2218,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
897,East St,Dorchester Ave,Adams St,3,08:00:00.0000000,12:00:00.0000000,Odd,0.2218,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
898,Foster St,Washington St,Commonwealth Ave,4,08:00:00.0000000,12:00:00.0000000,Even,0.6568,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
899,East St,South St,Atlantic Ave,1T,00:01:00.0000000,07:00:00.0000000,,0.0606,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
900,Fessenden St,Blue Hill Ave,Norfolk St,7,12:00:00.0000000,16:00:00.0000000,Odd,0.1441,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
901,Eden St,Main St,Russell St,1C,12:00:00.0000000,16:00:00.0000000,Even,0.1112,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
902,Eden St,Main St,Russell St,1C,12:00:00.0000000,16:00:00.0000000,Odd,0.1112,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
903,Edge Hill St,Gay Head St,Round Hill St,2,12:00:00.0000000,16:00:00.0000000,Even,0.1157,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
904,Fenton St,Duncan St,Clayton St,3,12:00:00.0000000,16:00:00.0000000,Odd,0.1297,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
905,Edge Hill St,Gay Head St,Round Hill St,2,12:00:00.0000000,16:00:00.0000000,Odd,0.1157,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
906,East Fourth St,Dorchester St,G St,5,13:00:00.0000000,17:00:00.0000000,Even,0.1420,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
907,Edgerly Rd,Haviland St,Westland Ave,10F,12:00:00.0000000,16:00:00.0000000,Odd,0.2157,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
908,Fiske Ter,Brainerd Rd,Brookline Town Line,4,12:00:00.0000000,16:00:00.0000000,Even,0.0218,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
